Species,RoostCode,MaxCountInAnyYear,County,Region,Country
Lesser horseshoe bat,3170010,259,Monmouthshire,Wales,Wales
Lesser horseshoe bat,3170203,256,Conwy,Wales,Wales
Lesser horseshoe bat,3170170,255,Monmouthshire,Wales,Wales
Lesser horseshoe bat,1170051,253,North Somerset,South West,England
Lesser horseshoe bat,3170143,253,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170132,249,Powys,Wales,Wales
Lesser horseshoe bat,1170004,249,Devon,South West,England
Lesser horseshoe bat,3170046,248,Gwynedd,Wales,Wales
Lesser horseshoe bat,1170007,246,Somerset,South West,England
Lesser horseshoe bat,1170123,246,Cornwall,South West,England
Lesser horseshoe bat,1170031,243,Gloucestershire,South West,England
Lesser horseshoe bat,3170088,242,Monmouthshire,Wales,Wales
Lesser horseshoe bat,5100347,239,Conwy,Wales,Wales
Lesser horseshoe bat,5100528,238,Conwy,Wales,Wales
Lesser horseshoe bat,3170095,238,Denbighshire,Wales,Wales
Lesser horseshoe bat,1170129,234,Gloucestershire,South West,England
Lesser horseshoe bat,1170011,229,Somerset,South West,England
Lesser horseshoe bat,3170093,228,Powys,Wales,Wales
Lesser horseshoe bat,3170212,227,Powys,Wales,Wales
Lesser horseshoe bat,3170034,222,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,1170032,221,Gloucestershire,South West,England
Lesser horseshoe bat,3170032,221,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,3170059,219,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170077,217,Conwy,Wales,Wales
Lesser horseshoe bat,1170071,215,Shropshire,West Midlands,England
Lesser horseshoe bat,3170035,214,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,3170165,210,Denbighshire,Wales,Wales
Lesser horseshoe bat,1170067,209,Gloucestershire,South West,England
Lesser horseshoe bat,3170055,208,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170171,208,Monmouthshire,Wales,Wales
Lesser horseshoe bat,3170152,206,Swansea,Wales,Wales
Lesser horseshoe bat,3170147,203,Gwynedd,Wales,Wales
Lesser horseshoe bat,1170006,203,Somerset,South West,England
Lesser horseshoe bat,5100646,203,Conwy,Wales,Wales
Lesser horseshoe bat,3170195,200,Denbighshire,Wales,Wales
Lesser horseshoe bat,1170079,199,Wiltshire,South West,England
Lesser horseshoe bat,3170099,198,Bridgend,Wales,Wales
Lesser horseshoe bat,1170066,196,Gloucestershire,South West,England
Lesser horseshoe bat,1170103,195,Devon,South West,England
Lesser horseshoe bat,3170186,194,Isle of Anglesey,Wales,Wales
Lesser horseshoe bat,5100138,191,Powys,Wales,Wales
Lesser horseshoe bat,5100880,190,Devon,South West,England
Lesser horseshoe bat,3170135,190,Powys,Wales,Wales
Lesser horseshoe bat,5100600,189,Gloucestershire,South West,England
Lesser horseshoe bat,3170163,189,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170051,188,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170202,188,Monmouthshire,Wales,Wales
Lesser horseshoe bat,1170074,187,Herefordshire,West Midlands,England
Lesser horseshoe bat,3170050,182,Gwynedd,Wales,Wales
Lesser horseshoe bat,5100241,181,Devon,South West,England
Lesser horseshoe bat,1170140,181,Somerset,South West,England
Lesser horseshoe bat,5100520,180,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,1170076,180,Dorset,South West,England
Lesser horseshoe bat,1170003,178,Devon,South West,England
Lesser horseshoe bat,1170099,175,Devon,South West,England
Lesser horseshoe bat,3170113,175,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170174,174,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170207,173,Monmouthshire,Wales,Wales
Lesser horseshoe bat,3170071,172,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170075,172,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170081,171,Denbighshire,Wales,Wales
Lesser horseshoe bat,1170015,170,Cornwall,South West,England
Lesser horseshoe bat,1170091,169,Gloucestershire,South West,England
Lesser horseshoe bat,3170187,168,Denbighshire,Wales,Wales
Lesser horseshoe bat,3170190,168,Swansea,Wales,Wales
Lesser horseshoe bat,3170089,168,Monmouthshire,Wales,Wales
Lesser horseshoe bat,1170118,167,Somerset,South West,England
Lesser horseshoe bat,5100338,165,Devon,South West,England
Lesser horseshoe bat,1170010,164,Somerset,South West,England
Lesser horseshoe bat,3170193,163,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,3170191,162,Swansea,Wales,Wales
Lesser horseshoe bat,1170126,161,Herefordshire,West Midlands,England
Lesser horseshoe bat,3170021,161,The Vale of Glamorgan,Wales,Wales
Lesser horseshoe bat,1170057,160,Cornwall,South West,England
Lesser horseshoe bat,3170201,159,Monmouthshire,Wales,Wales
Lesser horseshoe bat,1170101,157,Devon,South West,England
Lesser horseshoe bat,1170016,153,Cornwall,South West,England
Lesser horseshoe bat,1170138,152,Worcestershire,West Midlands,England
Lesser horseshoe bat,1170135,149,Worcestershire,West Midlands,England
Lesser horseshoe bat,5100028,148,Powys,Wales,Wales
Lesser horseshoe bat,3170091,148,Swansea,Wales,Wales
Lesser horseshoe bat,3170127,145,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170126,144,Gwynedd,Wales,Wales
Lesser horseshoe bat,1170093,143,Cornwall,South West,England
Lesser horseshoe bat,3170169,142,Monmouthshire,Wales,Wales
Lesser horseshoe bat,3170142,142,Gwynedd,Wales,Wales
Lesser horseshoe bat,5100067,142,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170033,141,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,3170104,141,Powys,Wales,Wales
Lesser horseshoe bat,3170179,140,Denbighshire,Wales,Wales
Lesser horseshoe bat,3170154,138,Powys,Wales,Wales
Lesser horseshoe bat,5100488,137,Devon,South West,England
Lesser horseshoe bat,1170009,137,Somerset,South West,England
Lesser horseshoe bat,3170001,137,Monmouthshire,Wales,Wales
Lesser horseshoe bat,1170002,136,Devon,South West,England
Lesser horseshoe bat,3170168,136,Monmouthshire,Wales,Wales
Lesser horseshoe bat,1170072,135,Herefordshire,West Midlands,England
Lesser horseshoe bat,5100392,134,Conwy,Wales,Wales
Lesser horseshoe bat,5101123,132,Conwy,Wales,Wales
Lesser horseshoe bat,3170131,132,Swansea,Wales,Wales
Lesser horseshoe bat,3170184,131,Denbighshire,Wales,Wales
Lesser horseshoe bat,1170117,131,Somerset,South West,England
Lesser horseshoe bat,1170084,131,Devon,South West,England
Lesser horseshoe bat,5100351,130,Bridgend,Wales,Wales
Lesser horseshoe bat,1170083,130,Devon,South West,England
Lesser horseshoe bat,5100243,128,Devon,South West,England
Lesser horseshoe bat,3170101,128,Powys,Wales,Wales
Lesser horseshoe bat,3170118,126,Denbighshire,Wales,Wales
Lesser horseshoe bat,3170144,126,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170150,126,Monmouthshire,Wales,Wales
Lesser horseshoe bat,3170155,126,Powys,Wales,Wales
Lesser horseshoe bat,3170014,125,Monmouthshire,Wales,Wales
Lesser horseshoe bat,1170124,124,Somerset,South West,England
Lesser horseshoe bat,1170040,123,Wiltshire,South West,England
Lesser horseshoe bat,1170068,120,Devon,South West,England
Lesser horseshoe bat,3170178,120,Gwynedd,Wales,Wales
Lesser horseshoe bat,1170053,120,Somerset,South West,England
Lesser horseshoe bat,3170019,119,Swansea,Wales,Wales
Lesser horseshoe bat,1170090,118,Herefordshire,West Midlands,England
Lesser horseshoe bat,3170194,118,Conwy,Wales,Wales
Lesser horseshoe bat,1170075,115,Cornwall,South West,England
Lesser horseshoe bat,1170069,113,Devon,South West,England
Lesser horseshoe bat,1170139,112,Worcestershire,West Midlands,England
Lesser horseshoe bat,3170072,112,Conwy,Wales,Wales
Lesser horseshoe bat,1170134,112,Gloucestershire,South West,England
Lesser horseshoe bat,1170005,112,Somerset,South West,England
Lesser horseshoe bat,3170198,112,Swansea,Wales,Wales
Lesser horseshoe bat,1170023,111,Worcestershire,West Midlands,England
Lesser horseshoe bat,1170025,110,Warwickshire,West Midlands,England
Lesser horseshoe bat,1170142,110,Cornwall,South West,England
Lesser horseshoe bat,1170137,109,Devon,South West,England
Lesser horseshoe bat,3170054,109,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170140,108,Powys,Wales,Wales
Lesser horseshoe bat,3170037,108,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,1170102,107,Herefordshire,West Midlands,England
Lesser horseshoe bat,1170033,107,Gloucestershire,South West,England
Lesser horseshoe bat,1170022,105,Cornwall,South West,England
Lesser horseshoe bat,5100253,105,Bath and North East Somerset,South West,England
Lesser horseshoe bat,3170176,104,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170160,103,Gwynedd,Wales,Wales
Lesser horseshoe bat,5100801,103,Somerset,South West,England
Lesser horseshoe bat,5100348,102,Conwy,Wales,Wales
Lesser horseshoe bat,3170141,102,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170036,102,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,1170086,102,Somerset,South West,England
Lesser horseshoe bat,3170134,101,Powys,Wales,Wales
Lesser horseshoe bat,5100073,101,Denbighshire,Wales,Wales
Lesser horseshoe bat,5101152,100,,,
Lesser horseshoe bat,1170019,98,Somerset,South West,England
Lesser horseshoe bat,3170125,97,Gwynedd,Wales,Wales
Lesser horseshoe bat,1170132,96,Shropshire,West Midlands,England
Lesser horseshoe bat,1170052,96,Bath and North East Somerset,South West,England
Lesser horseshoe bat,3170149,96,Swansea,Wales,Wales
Lesser horseshoe bat,1170111,95,Gloucestershire,South West,England
Lesser horseshoe bat,3170115,95,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170030,95,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,3170185,94,Monmouthshire,Wales,Wales
Lesser horseshoe bat,3170192,93,Powys,Wales,Wales
Lesser horseshoe bat,3170061,92,Conwy,Wales,Wales
Lesser horseshoe bat,1170029,91,Gloucestershire,South West,England
Lesser horseshoe bat,1170042,90,Warwickshire,West Midlands,England
Lesser horseshoe bat,3170016,89,Swansea,Wales,Wales
Lesser horseshoe bat,1170064,89,Devon,South West,England
Lesser horseshoe bat,3170097,88,The Vale of Glamorgan,Wales,Wales
Lesser horseshoe bat,3170145,88,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170129,86,Monmouthshire,Wales,Wales
Lesser horseshoe bat,1170063,85,Somerset,South West,England
Lesser horseshoe bat,1170036,85,Gloucestershire,South West,England
Lesser horseshoe bat,3170196,84,Swansea,Wales,Wales
Lesser horseshoe bat,1170127,84,Gloucestershire,South West,England
Lesser horseshoe bat,5100272,83,Powys,Wales,Wales
Lesser horseshoe bat,3170197,83,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,3170094,82,Gwynedd,Wales,Wales
Lesser horseshoe bat,1170060,81,Herefordshire,West Midlands,England
Lesser horseshoe bat,3170038,81,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,1170105,80,Gloucestershire,South West,England
Lesser horseshoe bat,5100450,80,Wiltshire,South West,England
Lesser horseshoe bat,3170102,80,Powys,Wales,Wales
Lesser horseshoe bat,1170108,78,Gloucestershire,South West,England
Lesser horseshoe bat,1170087,78,Herefordshire,West Midlands,England
Lesser horseshoe bat,3170173,78,Cardiff,Wales,Wales
Lesser horseshoe bat,3170213,77,Powys,Wales,Wales
Lesser horseshoe bat,1170027,75,Gloucestershire,South West,England
Lesser horseshoe bat,5100297,74,Devon,South West,England
Lesser horseshoe bat,3170128,73,Gwynedd,Wales,Wales
Lesser horseshoe bat,5100802,73,Dorset,South West,England
Lesser horseshoe bat,3170205,72,Monmouthshire,Wales,Wales
Lesser horseshoe bat,5100251,71,Bath and North East Somerset,South West,England
Lesser horseshoe bat,3170029,71,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,3170204,69,Monmouthshire,Wales,Wales
Lesser horseshoe bat,1170131,68,Somerset,South West,England
Lesser horseshoe bat,1170059,68,Wiltshire,South West,England
Lesser horseshoe bat,1170021,67,Cornwall,South West,England
Lesser horseshoe bat,5100967,66,Gwynedd,Wales,Wales
Lesser horseshoe bat,5100333,66,Gloucestershire,South West,England
Lesser horseshoe bat,5100647,64,Monmouthshire,Wales,Wales
Lesser horseshoe bat,5101041,63,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,5100300,61,Ceredigion,Wales,Wales
Lesser horseshoe bat,3170028,61,Powys,Wales,Wales
Lesser horseshoe bat,1170045,58,Gloucestershire,South West,England
Lesser horseshoe bat,5101006,57,Somerset,South West,England
Lesser horseshoe bat,3170182,57,Flintshire,Wales,Wales
Lesser horseshoe bat,5100072,56,Denbighshire,Wales,Wales
Lesser horseshoe bat,1170119,56,Dorset,South West,England
Lesser horseshoe bat,5100943,56,Swansea,Wales,Wales
Lesser horseshoe bat,1170113,56,Oxfordshire,South East,England
Lesser horseshoe bat,1170092,56,Devon,South West,England
Lesser horseshoe bat,3170130,55,Swansea,Wales,Wales
Lesser horseshoe bat,3170120,55,Monmouthshire,Wales,Wales
Lesser horseshoe bat,3170166,55,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170180,54,Flintshire,Wales,Wales
Lesser horseshoe bat,5100171,54,Powys,Wales,Wales
Lesser horseshoe bat,3170017,54,Swansea,Wales,Wales
Lesser horseshoe bat,5100296,52,Devon,South West,England
Lesser horseshoe bat,1170054,52,Devon,South West,England
Lesser horseshoe bat,3170158,51,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,5100037,50,Devon,South West,England
Lesser horseshoe bat,1170008,50,Somerset,South West,England
Lesser horseshoe bat,1170041,49,Somerset,South West,England
Lesser horseshoe bat,5100142,48,Monmouthshire,Wales,Wales
Lesser horseshoe bat,3170063,48,Conwy,Wales,Wales
Lesser horseshoe bat,1170018,47,Somerset,South West,England
Lesser horseshoe bat,5101120,45,Gwynedd,Wales,Wales
Lesser horseshoe bat,3170209,43,Swansea,Wales,Wales
Lesser horseshoe bat,5100141,42,Somerset,South West,England
Lesser horseshoe bat,1170125,42,Devon,South West,England
Lesser horseshoe bat,5100495,42,Dorset,South West,England
Lesser horseshoe bat,5100803,41,Dorset,South West,England
Lesser horseshoe bat,5100349,40,Devon,South West,England
Lesser horseshoe bat,3170114,38,Conwy,Wales,Wales
Lesser horseshoe bat,1170020,38,Somerset,South West,England
Lesser horseshoe bat,3170082,37,Denbighshire,Wales,Wales
Lesser horseshoe bat,3170157,37,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,3170040,37,Powys,Wales,Wales
Lesser horseshoe bat,3170181,36,Flintshire,Wales,Wales
Lesser horseshoe bat,5100467,36,Cornwall,South West,England
Lesser horseshoe bat,1170107,34,Devon,South West,England
Lesser horseshoe bat,3170106,34,Powys,Wales,Wales
Lesser horseshoe bat,5100961,33,Somerset,South West,England
Lesser horseshoe bat,1170056,33,Devon,South West,England
Lesser horseshoe bat,3170177,33,Gwynedd,Wales,Wales
Lesser horseshoe bat,1170030,32,Gloucestershire,South West,England
Lesser horseshoe bat,3170109,32,Gwynedd,Wales,Wales
Lesser horseshoe bat,5101037,32,Devon,South West,England
Lesser horseshoe bat,5100316,31,Cornwall,South West,England
Lesser horseshoe bat,3170159,30,Gwynedd,Wales,Wales
Lesser horseshoe bat,5100984,29,Bath and North East Somerset,South West,England
Lesser horseshoe bat,1170116,28,Somerset,South West,England
Lesser horseshoe bat,5100407,28,Somerset,South West,England
Lesser horseshoe bat,1170013,28,Somerset,South West,England
Lesser horseshoe bat,5100505,27,Cornwall,South West,England
Lesser horseshoe bat,3170139,27,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,1170073,26,Somerset,South West,England
Lesser horseshoe bat,1170014,25,Devon,South West,England
Lesser horseshoe bat,3170183,25,Pembrokeshire,Wales,Wales
Lesser horseshoe bat,3170066,25,Gwynedd,Wales,Wales
Lesser horseshoe bat,1170120,24,Wiltshire,South West,England
Lesser horseshoe bat,1170024,24,Worcestershire,West Midlands,England
Lesser horseshoe bat,1170037,24,Gloucestershire,South West,England
Lesser horseshoe bat,1170047,23,Gloucestershire,South West,England
Lesser horseshoe bat,1170080,22,Somerset,South West,England
Lesser horseshoe bat,5100216,21,Gloucestershire,South West,England
Lesser horseshoe bat,1170122,21,Devon,South West,England
Lesser horseshoe bat,1170028,20,Gloucestershire,South West,England
Lesser horseshoe bat,3170058,20,Conwy,Wales,Wales
Lesser horseshoe bat,5100094,19,Denbighshire,Wales,Wales
Lesser horseshoe bat,5100804,19,Cornwall,South West,England
Lesser horseshoe bat,1170130,19,Shropshire,West Midlands,England
Lesser horseshoe bat,1170110,18,Devon,South West,England
Lesser horseshoe bat,1170114,18,Devon,South West,England
Lesser horseshoe bat,3170136,18,Powys,Wales,Wales
Lesser horseshoe bat,1170115,17,Devon,South West,England
Lesser horseshoe bat,1170109,17,Wiltshire,South West,England
